"movieId","userId","rating","title","genres"
"6377",3,3,"Finding Nemo (2003)","Adventure|Animation|Children|Comedy"
"7361",3,3,"Eternal Sunshine of the Spotless Mind (2004)","Drama|Romance|Sci-Fi"
"10",4,4,"GoldenEye (1995)","Action|Adventure|Thriller"
"34",4,5,"Babe (1995)","Children|Drama"
"112",4,5,"Rumble in the Bronx (Hont faan kui) (1995)","Action|Adventure|Comedy|Crime"
"260",4,5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"289",4,4,"Only You (1994)","Comedy|Romance"
"296",4,5,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"410",4,3,"Addams Family Values (1993)","Children|Comedy|Fantasy"
"431",4,3,"Carlitos Way (1993),Crime|Drama
432,City Slickers II: The Legend of Curlys Gold (1994)","Adventure|Comedy|Western"
"434",4,4,"Cliffhanger (1993)","Action|Adventure|Thriller"
"435",4,1,"Coneheads (1993)","Comedy|Sci-Fi"
"440",4,4,"Dave (1993)","Comedy|Romance"
"442",4,4,"Demolition Man (1993)","Action|Adventure|Sci-Fi"
"541",4,5,"Blade Runner (1982)","Action|Sci-Fi|Thriller"
"588",4,5,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"589",4,5,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"590",4,3,"Dances with Wolves (1990)","Adventure|Drama|Western"
"594",4,5,"Snow White and the Seven Dwarfs (1937)","Animation|Children|Drama|Fantasy|Musical"
"596",4,5,"Pinocchio (1940)","Animation|Children|Fantasy|Musical"
"610",4,4,"Heavy Metal (1981)","Action|Adventure|Animation|Horror|Sci-Fi"
"616",4,5,"Aristocats, The (1970)","Animation|Children"
"858",4,5,"Godfather, The (1972)","Crime|Drama"
"903",4,5,"Vertigo (1958)","Drama|Mystery|Romance|Thriller"
"910",4,4,"Some Like It Hot (1959)","Comedy|Crime"
"913",4,5,"Maltese Falcon, The (1941)","Film-Noir|Mystery"
"919",4,5,"Wizard of Oz, The (1939)","Adventure|Children|Fantasy|Musical"
"1994",4,5,"Poltergeist (1982)","Horror|Thriller"
"2000",4,5,"Lethal Weapon (1987)","Action|Comedy|Crime|Drama"
"2002",4,3,"Lethal Weapon 3 (1992)","Action|Comedy|Crime|Drama"
"2003",4,2,"Gremlins (1984)","Comedy|Horror"
"2005",4,5,"Goonies, The (1985)","Action|Adventure|Children|Comedy|Fantasy"
"2014",4,4,"Freaky Friday (1977)","Children|Comedy|Fantasy"
"2018",4,5,"Bambi (1942)","Animation|Children|Drama"
"2020",4,4,"Dangerous Liaisons (1988)","Drama|Romance"
"2021",4,4,"Dune (1984)","Adventure|Sci-Fi"
"2033",4,4,"Black Cauldron, The (1985)","Adventure|Animation|Children|Fantasy"
"2034",4,4,"Black Hole, The (1979)","Children|Sci-Fi"
"2046",4,5,"Flight of the Navigator (1986)","Adventure|Children|Sci-Fi"
"2054",4,3,"Honey, I Shrunk the Kids (1989)","Adventure|Children|Comedy|Fantasy|Sci-Fi"
"2064",4,5,"Roger & Me (1989)","Documentary"
"2078",4,5,"Jungle Book, The (1967)","Animation|Children|Comedy|Musical"
"2080",4,5,"Lady and the Tramp (1955)","Animation|Children|Comedy|Romance"
"2081",4,4,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
"2085",4,5,"101 Dalmatians (One Hundred and One Dalmatians) (1961)","Adventure|Animation|Children"
"2086",4,5,"One Magic Christmas (1985)","Drama|Fantasy"
"2087",4,5,"Peter Pan (1953)","Animation|Children|Fantasy|Musical"
"2091",4,5,"Return from Witch Mountain (1978)","Children|Sci-Fi"
"2094",4,4,"Rocketeer, The (1991)","Action|Adventure|Sci-Fi"
"2096",4,5,"Sleeping Beauty (1959)","Animation|Children|Musical"
"2100",4,5,"Splash (1984)","Comedy|Fantasy|Romance"
"2263",4,3,"Seventh Sign, The (1988)","Drama|Fantasy|Thriller"
"2551",4,4,"Dead Ringers (1988)","Drama|Horror|Thriller"
"2640",4,5,"Superman (1978)","Action|Adventure|Sci-Fi"
"2659",4,3,"It Came from Hollywood (1982)","Comedy|Documentary"
"2683",4,4,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
"2699",4,4,"Arachnophobia (1990)","Comedy|Horror"
"2716",4,5,"Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi"
"2723",4,5,"Mystery Men (1999)","Action|Comedy|Fantasy"
"2788",4,5,"Monty Pythons And Now for Something Completely Different (1971),Comedy
2789,Damien: Omen II (1978),Horror
2790,""Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"",Horror|Thriller
2791,Airplane! (1980),Comedy
2792,Airplane II: The Sequel (1982),Comedy
2793,""American Werewolf in Paris, An (1997)"",Comedy|Horror|Romance|Thriller
2794,European Vacation (aka National Lampoons European Vacation) (1985)","Adventure|Comedy|Romance"
"2795",4,4,"National Lampoons Vacation (1983),Comedy
2796,Funny Farm (1988),Comedy
2797,Big (1988),Comedy|Drama|Fantasy|Romance
2798,Problem Child (1990),Children|Comedy
2799,Problem Child 2 (1991),Comedy
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2803,""Pelican Brief, The (1993)"",Crime|Drama|Mystery|Romance|Thriller
2804,""Christmas Story, A (1983)"",Children|Comedy
2805,Mickey Blue Eyes (1999),Comedy|Romance
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
2807,Universal Soldier: The Return (1999),Action|Sci-Fi
2808,Universal Soldier (1992),Action|Sci-Fi
2809,Love Stinks (1999),Comedy
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
2812,In Too Deep (1999),Action|Thriller
2815,Iron Eagle (1986),Action|War
2816,Iron Eagle II (1988),Action|War
2817,Aces: Iron Eagle III (1992),Action
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller
2820,Hamlet (1964),Drama
2822,Medicine Man (1992),Adventure|Romance
2824,On the Ropes (1999),Documentary|Drama
2826,""13th Warrior, The (1999)"",Action|Adventure|Fantasy
2827,""Astronauts Wife"," The (1999),Horror|Sci-Fi|Thriller
2828,Dudley Do-Right (1999),Children|Comedy
2829,Muse"
"3251",4,5,"Agnes of God (1985)","Drama|Mystery"
"3255",4,4,"League of Their Own, A (1992)","Comedy|Drama"
"3263",4,3,"White Men Cant Jump (1992),Comedy|Drama
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
3266,Man Bites Dog (Cest arrivé près de chez vous) (1992)","Comedy|Crime|Drama|Thriller"
"3",5,4,"Grumpier Old Men (1995)","Comedy|Romance"
"39",5,4,"Clueless (1995)","Comedy|Romance"
"104",5,4,"Happy Gilmore (1996)","Comedy"
"231",5,3.5,"Dumb & Dumber (Dumb and Dumber) (1994)","Adventure|Comedy"
"440",5,4,"Dave (1993)","Comedy|Romance"
"586",5,4,"Home Alone (1990)","Children|Comedy"
"588",5,3.5,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"595",5,4,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
"597",5,5,"Pretty Woman (1990)","Comedy|Romance"
"858",5,2.5,"Godfather, The (1972)","Crime|Drama"
"903",5,3.5,"Vertigo (1958)","Drama|Mystery|Romance|Thriller"
"919",5,4,"Wizard of Oz, The (1939)","Adventure|Children|Fantasy|Musical"
"1997",5,3.5,"Exorcist, The (1973)","Horror|Mystery"
"2023",5,1.5,"Godfather: Part III, The (1990)","Crime|Drama|Mystery|Thriller"
"2081",5,5,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
"2683",5,4,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
"2694",5,4.5,"Big Daddy (1999)","Comedy"
"2706",5,4,"American Pie (1999)","Comedy|Romance"
"4014",5,4,"Chocolat (2000)","Drama|Romance"
"4018",5,4,"What Women Want (2000)","Comedy|Romance"
"4022",5,3.5,"Cast Away (2000)","Drama"
"4025",5,4.5,"Miss Congeniality (2000)","Comedy|Crime"
"4306",5,3.5,"Shrek (2001)","Adventure|Animation|Children|Comedy|Fantasy|Romance"
"4308",5,3.5,"Moulin Rouge (2001)","Drama|Musical|Romance"
"4963",5,3,"Oceans Eleven (2001),Crime|Thriller
4964,Baran (2001),Adventure|Drama|Romance
4965,""Business of Strangers, The (2001)"",Action|Drama|Thriller
4967,No Mans Land (2001)","Drama|War"
"5299",5,4.5,"My Big Fat Greek Wedding (2002)","Comedy|Romance"
"5349",5,4.5,"Spider-Man (2002)","Action|Adventure|Sci-Fi|Thriller"
"5995",5,4,"Pianist, The (2002)","Drama|War"
"6373",5,4,"Bruce Almighty (2003)","Comedy|Drama|Fantasy|Romance"
"6377",5,4,"Finding Nemo (2003)","Adventure|Animation|Children|Comedy"
"8376",5,4,"Napoleon Dynamite (2004)","Comedy"
"111",6,4,"Taxi Driver (1976)","Crime|Drama|Thriller"
"293",6,5,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)","Action|Crime|Drama|Thriller"
"596",6,4,"Pinocchio (1940)","Animation|Children|Fantasy|Musical"
"903",6,4,"Vertigo (1958)","Drama|Mystery|Romance|Thriller"
"2001",6,3,"Lethal Weapon 2 (1989)","Action|Comedy|Crime|Drama"
"2019",6,4,"Seven Samurai (Shichinin no samurai) (1954)","Action|Adventure|Drama"
"2072",6,4,"'burbs, The (1989)","Comedy"
"2571",6,1,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"2657",6,2,"Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi"
"2692",6,4,"Run Lola Run (Lola rennt) (1998)","Action|Crime"
"2723",6,3,"Mystery Men (1999)","Action|Comedy|Fantasy"
"3300",6,3.5,"Pitch Black (2000)","Horror|Sci-Fi|Thriller"
"4975",6,1.5,"Vanilla Sky (2001)","Mystery|Romance|Sci-Fi|Thriller"
"5952",6,5,"Lord of the Rings: The Two Towers, The (2002)","Adventure|Fantasy"
"7361",6,4,"Eternal Sunshine of the Spotless Mind (2004)","Drama|Romance|Sci-Fi"
"8368",6,3.5,"Harry Potter and the Prisoner of Azkaban (2004)","Adventure|Fantasy|IMAX"
"1",7,3,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"10",7,3,"GoldenEye (1995)","Action|Adventure|Thriller"
"21",7,3,"Get Shorty (1995)","Comedy|Crime|Thriller"
"31",7,3,"Dangerous Minds (1995)","Drama"
"34",7,4,"Babe (1995)","Children|Drama"
"40",7,4,"Cry, the Beloved Country (1995)","Drama"
"104",7,3,"Happy Gilmore (1996)","Comedy"
"110",7,5,"Braveheart (1995)","Action|Drama|War"
"112",7,4,"Rumble in the Bronx (Hont faan kui) (1995)","Action|Adventure|Comedy|Crime"
"260",7,5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"272",7,3,"Madness of King George, The (1994)","Comedy|Drama"
"316",7,2,"Stargate (1994)","Action|Adventure|Sci-Fi"
"318",7,5,"Shawshank Redemption, The (1994)","Crime|Drama"
"534",7,4,"Shadowlands (1993)","Drama|Romance"
"539",7,3,"Sleepless in Seattle (1993)","Comedy|Drama|Romance"
"541",7,4,"Blade Runner (1982)","Action|Sci-Fi|Thriller"
"551",7,4,"Nightmare Before Christmas, The (1993)","Animation|Children|Fantasy|Musical"
"588",7,4,"Aladdin (1992)","Adventure|Animation|Children|Comedy|Musical"
"589",7,3,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"590",7,4,"Dances with Wolves (1990)","Adventure|Drama|Western"
"592",7,3,"Batman (1989)","Action|Crime|Thriller"
"594",7,4,"Snow White and the Seven Dwarfs (1937)","Animation|Children|Drama|Fantasy|Musical"
"595",7,3,"Beauty and the Beast (1991)","Animation|Children|Fantasy|Musical|Romance|IMAX"
"610",7,3,"Heavy Metal (1981)","Action|Adventure|Animation|Horror|Sci-Fi"
"671",7,4,"Mystery Science Theater 3000: The Movie (1996)","Comedy|Sci-Fi"
"736",7,1,"Twister (1996)","Action|Adventure|Romance|Thriller"
"737",7,1,"Barb Wire (1996)","Action|Sci-Fi"
"745",7,5,"Wallace & Gromit: A Close Shave (1995)","Animation|Children|Comedy"
"924",7,4,"2001: A Space Odyssey (1968)","Adventure|Drama|Sci-Fi"
"1405",7,5,"Beavis and Butt-Head Do America (1996)","Adventure|Animation|Comedy|Crime"
"1408",7,1,"Last of the Mohicans, The (1992)","Action|Romance|War|Western"
"32",8,5,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller"
"45",8,2.5,"To Die For (1995)","Comedy|Drama|Thriller"
"47",8,5,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
"50",8,5,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"110",8,4,"Braveheart (1995)","Action|Drama|War"
"260",8,3.5,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi"
"282",8,2,"Nell (1994)","Drama"
"296",8,4,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"318",8,5,"Shawshank Redemption, The (1994)","Crime|Drama"
"543",8,5,"So I Married an Axe Murderer (1993)","Comedy|Romance|Thriller"
"589",8,4,"Terminator 2: Judgment Day (1991)","Action|Sci-Fi"
"593",8,4.5,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"628",8,4,"Primal Fear (1996)","Crime|Drama|Mystery|Thriller"
"858",8,5,"Godfather, The (1972)","Crime|Drama"
"2100",8,3,"Splash (1984)","Comedy|Fantasy|Romance"
"2324",8,4,"Life Is Beautiful (La Vita è bella) (1997)","Comedy|Drama|Romance|War"
"2329",8,5,"American History X (1998)","Crime|Drama"
"2571",8,5,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"2716",8,3.5,"Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi"
"3996",8,4,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","Action|Drama|Romance"
"4011",8,4.5,"Snatch (2000)","Comedy|Crime|Thriller"
"4019",8,3.5,"Finding Forrester (2000)","Drama"
"4034",8,4.5,"Traffic (2000)","Crime|Drama|Thriller"
"4226",8,5,"Memento (2000)","Mystery|Thriller"
"4886",8,3.5,"Monsters, Inc. (2001)","Adventure|Animation|Children|Comedy|Fantasy"
"4896",8,3.5,"Harry Potter and the Sorcerers Stone (a.k.a. Harry Potter and the Philosophers Stone) (2001)","Adventure|Children|Fantasy"
"4963",8,4.5,"Oceans Eleven (2001),Crime|Thriller
4964,Baran (2001),Adventure|Drama|Romance
4965,""Business of Strangers, The (2001)"",Action|Drama|Thriller
4967,No Mans Land (2001)","Drama|War"
"4973",8,4,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","Comedy|Romance"
"5064",8,5,"The Count of Monte Cristo (2002)","Action|Adventure|Drama|Thriller"
"5378",8,3.5,"Star Wars: Episode II - Attack of the Clones (2002)","Action|Adventure|Sci-Fi|IMAX"
"5445",8,4.5,"Minority Report (2002)","Action|Crime|Mystery|Sci-Fi|Thriller"
"5952",8,4,"Lord of the Rings: The Two Towers, The (2002)","Adventure|Fantasy"
"5989",8,3.5,"Catch Me If You Can (2002)","Crime|Drama"
"6377",8,4,"Finding Nemo (2003)","Adventure|Animation|Children|Comedy"
"6378",8,3,"Italian Job, The (2003)","Action|Crime"
"7361",8,4,"Eternal Sunshine of the Spotless Mind (2004)","Drama|Romance|Sci-Fi"
"1",9,4,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"17",9,4,"Sense and Sensibility (1995)","Drama|Romance"
"26",9,3,"Othello (1995)","Drama"
"36",9,5,"Dead Man Walking (1995)","Crime|Drama"
"47",9,3,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
"318",9,4,"Shawshank Redemption, The (1994)","Crime|Drama"
"534",9,5,"Shadowlands (1993)","Drama|Romance"
"593",9,4,"Silence of the Lambs, The (1991)","Crime|Horror|Thriller"
"608",9,5,"Fargo (1996)","Comedy|Crime|Drama|Thriller"
"733",9,2,"Rock, The (1996)","Action|Adventure|Thriller"
"1411",9,3,"Hamlet (1996)","Crime|Drama|Romance"
"2571",9,5,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"50",10,5,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"318",10,4,"Shawshank Redemption, The (1994)","Crime|Drama"
"592",10,3,"Batman (1989)","Action|Crime|Thriller"
"735",10,4,"Cemetery Man (Dellamorte Dellamore) (1994)","Horror"
"1423",10,4,"Hearts and Minds (1996)","Drama"
"2571",10,5,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"50",11,5,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"70",11,1,"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller"
"296",11,5,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"778",11,4.5,"Trainspotting (1996)","Comedy|Crime|Drama"
"923",11,5,"Citizen Kane (1941)","Drama|Mystery"
"1408",11,5,"Last of the Mohicans, The (1992)","Action|Romance|War|Western"
"6598",11,5,"Step Into Liquid (2002)","Documentary"
"253",12,3,"Interview with the Vampire: The Vampire Chronicles (1994)","Drama|Horror"
"529",12,1,"Searching for Bobby Fischer (1993)","Drama"
"538",12,3,"Six Degrees of Separation (1993)","Drama"
"608",12,2,"Fargo (1996)","Comedy|Crime|Drama|Thriller"
"673",12,1,"Space Jam (1996)","Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi"
"736",12,4,"Twister (1996)","Action|Adventure|Romance|Thriller"
"737",12,3,"Barb Wire (1996)","Action|Sci-Fi"
"2259",12,2,"Blame It on Rio (1984)","Comedy|Romance"
"2668",12,2,"Swamp Thing (1982)","Horror|Sci-Fi"
"3298",12,4,"Boiler Room (2000)","Crime|Drama|Thriller"
"3841",12,2,"Air America (1990)","Action|Comedy"
"3844",12,1,"Steel Magnolias (1989)","Drama"
"1",13,5,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"47",13,2.5,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
"110",13,4,"Braveheart (1995)","Action|Drama|War"
"296",13,3.5,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller"
"318",13,4.5,"Shawshank Redemption, The (1994)","Crime|Drama"
"531",13,4,"Secret Garden, The (1993)","Children|Drama"
"587",13,3,"Ghost (1990)","Comedy|Drama|Fantasy|Romance|Thriller"
"590",13,4,"Dances with Wolves (1990)","Adventure|Drama|Western"
"914",13,4,"My Fair Lady (1964)","Comedy|Drama|Musical|Romance"
"919",13,3.5,"Wizard of Oz, The (1939)","Adventure|Children|Fantasy|Musical"
"2571",13,3,"Matrix, The (1999)","Action|Sci-Fi|Thriller"
"2572",13,3.5,"10 Things I Hate About You (1999)","Comedy|Romance"
"3255",13,3.5,"League of Their Own, A (1992)","Comedy|Drama"
"4306",13,4,"Shrek (2001)","Adventure|Animation|Children|Comedy|Fantasy|Romance"
"4310",13,4.5,"Pearl Harbor (2001)","Action|Drama|Romance|War"
"4321",13,2.5,"City Slickers (1991)","Comedy|Western"
"4878",13,4.5,"Donnie Darko (2001)","Drama|Mystery|Sci-Fi|Thriller"
"4886",13,3.5,"Monsters, Inc. (2001)","Adventure|Animation|Children|Comedy|Fantasy"
"5989",13,4,"Catch Me If You Can (2002)","Crime|Drama"
"6377",13,4.5,"Finding Nemo (2003)","Adventure|Animation|Children|Comedy"
"7361",13,4,"Eternal Sunshine of the Spotless Mind (2004)","Drama|Romance|Sci-Fi"
"594",14,1,"Snow White and the Seven Dwarfs (1937)","Animation|Children|Drama|Fantasy|Musical"
"2683",14,2,"Austin Powers: The Spy Who Shagged Me (1999)","Action|Adventure|Comedy"
"2716",14,3,"Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi"
"2720",14,2,"Inspector Gadget (1999)","Action|Adventure|Children|Comedy"
"2724",14,3,"Runaway Bride (1999)","Comedy|Romance"
"3986",14,3,"6th Day, The (2000)","Action|Sci-Fi|Thriller"
"3988",14,4,"How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)","Children|Comedy|Fantasy"
"1",15,2,"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy"
"2",15,2,"Jumanji (1995)","Adventure|Children|Fantasy"
"5",15,4.5,"Father of the Bride Part II (1995)","Comedy"
"6",15,4,"Heat (1995)","Action|Crime|Thriller"
"10",15,3,"GoldenEye (1995)","Action|Adventure|Thriller"
"11",15,2.5,"American President, The (1995)","Comedy|Drama|Romance"
"14",15,2.5,"Nixon (1995)","Drama"
"16",15,3.5,"Casino (1995)","Crime|Drama"
"17",15,3,"Sense and Sensibility (1995)","Drama|Romance"
"19",15,1,"Ace Ventura: When Nature Calls (1995)","Comedy"
"21",15,4.5,"Get Shorty (1995)","Comedy|Crime|Thriller"
"22",15,2.5,"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller"
"25",15,3,"Leaving Las Vegas (1995)","Drama|Romance"
"32",15,4,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller"
"34",15,3,"Babe (1995)","Children|Drama"
"36",15,1,"Dead Man Walking (1995)","Crime|Drama"
"39",15,2.5,"Clueless (1995)","Comedy|Romance"
"44",15,3,"Mortal Kombat (1995)","Action|Adventure|Fantasy"
"47",15,5,"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller"
"50",15,5,"Usual Suspects, The (1995)","Crime|Mystery|Thriller"
"52",15,2.5,"Mighty Aphrodite (1995)","Comedy|Drama|Romance"
"62",15,2,"Mr. Hollands Opus (1995),Drama
63,Dont Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy|Crime"
"70",15,0.5,"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller"
"94",15,3,"Beautiful Girls (1996)","Comedy|Drama|Romance"
"95",15,1.5,"Broken Arrow (1996)","Action|Adventure|Thriller"
"101",15,4,"Bottle Rocket (1996)","Adventure|Comedy|Crime|Romance"
"104",15,1,"Happy Gilmore (1996)","Comedy"
"107",15,2,"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical"
"110",15,3,"Braveheart (1995)","Action|Drama|War"
"111",15,5,"Taxi Driver (1976)","Crime|Drama|Thriller"
"112",15,2.5,"Rumble in the Bronx (Hont faan kui) (1995)","Action|Adventure|Comedy|Crime"
"214",15,2,"Before the Rain (Pred dozhdot) (1994)","Drama|War"
